Scanning dir /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository
Starting filesystem walk for root: /
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/jboss/logging/jboss-logging/3.6.3.Final/jboss-logging-3.6.3.Final.pom file and found 7 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/jooq/jooq-bom/3.19.32/jooq-bom-3.19.32.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/activemq/activemq-bom/6.1.8/activemq-bom-6.1.8.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/activemq/artemis-project/2.43.0/artemis-project-2.43.0.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/activemq/artemis-bom/2.43.0/artemis-bom-2.43.0.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/tomcat/embed/tomcat-embed-el/11.0.21/tomcat-embed-el-11.0.21.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/tomcat/embed/tomcat-embed-websocket/11.0.21/tomcat-embed-websocket-11.0.21.pom file and found 1 package
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/tomcat/embed/tomcat-embed-core/11.0.25/tomcat-embed-core-11.0.25.pom file and found 1 package
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/groovy/groovy-bom/4.0.27/groovy-bom-4.0.27.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/groovy/groovy-bom/5.0.5/groovy-bom-5.0.5.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/pulsar/pulsar-bom/4.1.3/pulsar-bom-4.1.3.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/logging/log4j/log4j-bom/2.25.4/log4j-bom-2.25.4.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/logging/log4j/log4j-to-slf4j/2.25.4/log4j-to-slf4j-2.25.4.pom file and found 12 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/logging/log4j/log4j-api/2.25.4/log4j-api-2.25.4.pom file and found 2 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/logging/log4j/log4j/2.25.4/log4j-2.25.4.pom file and found 4 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/cassandra/java-driver-bom/4.19.2/java-driver-bom-4.19.2.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/httpcomponents/client5/httpclient5/5.5.2/httpclient5-5.5.2.pom file and found 12 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/httpcomponents/client5/httpclient5-parent/5.5.2/httpclient5-parent-5.5.2.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/httpcomponents/httpcomponents-parent/13/httpcomponents-parent-13.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/httpcomponents/httpcomponents-parent/14/httpcomponents-parent-14.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/httpcomponents/core5/httpcore5/5.3.6/httpcore5-5.3.6.pom file and found 6 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/httpcomponents/core5/httpcore5-parent/5.3.6/httpcore5-parent-5.3.6.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/httpcomponents/core5/httpcore5-h2/5.3.6/httpcore5-h2-5.3.6.pom file and found 8 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/apache/33/apache-33.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/apache/34/apache-34.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/apache/32/apache-32.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/apache/29/apache-29.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/apache/26/apache-26.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/apache/27/apache-27.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/apache/23/apache-23.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/apache/37/apache-37.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/apache/35/apache-35.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/apache/21/apache-21.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/apache/31/apache-31.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/apache/30/apache-30.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/apache/13/apache-13.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-parent/64/commons-parent-64.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-parent/81/commons-parent-81.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-parent/69/commons-parent-69.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-parent/52/commons-parent-52.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-parent/71/commons-parent-71.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-parent/66/commons-parent-66.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-parent/54/commons-parent-54.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-parent/72/commons-parent-72.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-parent/85/commons-parent-85.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-parent/88/commons-parent-88.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-parent/97/commons-parent-97.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-compress/1.26.2/commons-compress-1.26.2.pom file and found 21 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-compress/1.27.1/commons-compress-1.27.1.pom file and found 20 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-compress/1.26.1/commons-compress-1.26.1.pom file and found 21 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-text/1.10.0/commons-text-1.10.0.pom file and found 10 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-lang3/3.14.0/commons-lang3-3.14.0.pom file and found 8 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-lang3/3.16.0/commons-lang3-3.16.0.pom file and found 8 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-lang3/3.12.0/commons-lang3-3.12.0.pom file and found 7 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-lang3/3.19.0/commons-lang3-3.19.0.pom file and found 5 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/enforcer/enforcer/3.6.2/enforcer-3.6.2.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/enforcer/enforcer-api/3.6.2/enforcer-api-3.6.2.pom file and found 4 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/enforcer/enforcer-rules/3.6.2/enforcer-rules-3.6.2.pom file and found 25 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/maven-parent/36/maven-parent-36.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/maven-parent/33/maven-parent-33.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/maven-parent/47/maven-parent-47.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/maven-parent/39/maven-parent-39.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/maven-parent/23/maven-parent-23.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/maven-parent/44/maven-parent-44.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/maven-parent/41/maven-parent-41.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/maven-parent/45/maven-parent-45.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/maven-parent/42/maven-parent-42.pom file and found 0 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/plugins/maven-compiler-plugin/3.14.1/maven-compiler-plugin-3.14.1.pom file and found 16 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/plugins/maven-resources-plugin/3.3.1/maven-resources-plugin-3.3.1.pom file and found 15 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/plugins/maven-surefire-plugin/3.5.5/maven-surefire-plugin-3.5.5.pom file and found 6 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/plugins/maven-jar-plugin/3.4.2/maven-jar-plugin-3.4.2.pom file and found 14 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/plugins/maven-clean-plugin/3.5.0/maven-clean-plugin-3.5.0.pom file and found 9 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/plugins/maven-enforcer-plugin/3.6.2/maven-enforcer-plugin-3.6.2.pom file and found 15 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/plugins/maven-shade-plugin/3.6.0/maven-shade-plugin-3.6.0.pom file and found 23 packages
Scanned /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/plugins/maven-plugins/39/maven-plugins-39.pom file and found 1 package
